reviewText,deceptive
"I have the commuter and the defender. I like the commuter better. The defender is like a eod suit for your phone(too much for my everyday use, but provides unbeatable protection). This one slips in and out of my pocket easier, since the hard case is on the outside. I love both cases, but I choose this one.",0
"FINAL UPDATE: Thought I should give this an update since I still think this phone was the best for being a phone and texting plus long life battery.  Unfortunately, I have 4 kids and THEY have smart phones which many times send characters and things that do not translate well on non-smart phones so I had to upgrade to the Samsung S5 (for $1 here on Amazon)&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Samsung-Galaxy-S5-Black-16GB-Verizon-Wireless/dp/B00IZ1XVAC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Samsung Galaxy S5, Black 16GB (Verizon Wireless)</a>&nbsp;which is a great phone but I had to spend a bit of money on extended battery/extra battery/apps/etc to make it as useful as this Alias as far as battery life.  So IF you don't have some pressing need for a smart phone this is still the best thing going and I used one for over 5 years and in many ways still miss it.
--------------------------------------------

Well I have had an Alias 2 for over 2 years now and I love it, best phone I ever had.  just so you understand I use my phone mainly as a PHONE, I do a lot of txting and it is great for that.  The menus are all clear and it won't pocket dial people.  I would like to point out that some of the early models had a problem with Bluetooth which was resolved with a software fix.  I am looking around to buy an extra for when mine dies since Verizon does not carry them any longer on their website.  The key board is great and I have not found anything that I like better for carrying in my front jeans pocket and I can set it to vibrate AND play any mp3 I wish as a ringtone.  Whats not to like??

UPDATE:  Well here I am in Jan 2013 and still have this same phone, still like it and fight the urge to move on to a ""smart"" phone.  Unless you really want a smart phone that will be lucky to get through a 24 hour period without being recharged this is still the best phone.  I have the extended battery and I can go for 3-5 days without a recharge and the coverage is excellent.  Anything I get to replace it in the future will be a step down as an actual phone (which is why we got these things wasn't it?).

UPDATE:  It is Oct 2013 and my phone of 4 years was going strong but I dropped it just right to break the front screen (it was still working but looked bad) so I used a Alias 2 backup I had and took it to the Verizon store and got it cloned then bought a factory refurbished Alias 2 (to replace the backup) from one of the vendors on this page for $42, looks new but until they make a smart phone with a physical QWERTY keyboard and a battery that lasts for 3-6 days, I am keeping this phone.  Still better than anything out there IMHO since I have a PC, iPad, laptop I can use to access the Net, I really don't need it on my phone.

NOTE:  IF you really want to love this phone, get this with it and you will hate to ever use anything else :)&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/OEM-Samsung-U750-Alias-2-Extended-Battery-Grey-Door-SCH-U750-Alias-2/dp/B002SL1TSQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">OEM Samsung U750 Alias 2 Extended Battery & Grey Door SCH-U750 Alias 2</a>",0
"Received the item promptly. Kudos to Global Mobiles and Amazon delivery service. Great phone, great camera, GPS is very very fast. Phone speakers are not so great in comparison with iphone 4. But a great device nevertheless. Those who need everything in one small device (for what it can do), go ahead and grab one.",0
"I was looking for a night stand for my Samsung Mesmerize (US Cellular version of the Galaxy S) that would work with it in a case. The desk stand that Samsung sells is perhaps a bit ""neater"" in appearance, but I heard it doesn't work with the phone encased.

This one works great as far as I'm concerned, it seems to be an authentic Samsung product (arrived in original packaging) and has the added bonus of getting you a second battery!

Extra bonus - it included another wall charger. The charger that came with my phone was a wall USB power adapter and a data cord, which was fine. But now I also have a dedicated microUSB AC adapter, so I can take my USB power adapter and other cord to work and also bring my iPod cable to charge up multiple devices there; this saved me another purchase as I was planning to buy a USB adapter for this as well! (Some people have mentioned getting a branched power cord with this that could charge both the extra battery and the phone at the same time, I did not get this with mine but I'm ok with that.)

Some of the other reviews were from people that could not get the new battery to work - I would advise you to check your Samsung battery to ensure that it is a match. I guess there are a couple of different models of battery in use by the variety of Galaxy S phone types out there. If you have a Mesmerize like me I assume it should work fine like mine. I can't tell the difference between the new battery and the stock one, they both have equally good charge (of course I just got the phone as well so they are both pretty new batteries).

All told, this was a great purchase for me from this seller. Unfortunately, I've noticed that Amazon has a tendency to switch out the ""active"" seller on these main product pages so you may be buying from a different place unless you click their link to see the listing of all sellers. My seller was HollyCell and they were great.",0
"I recently sent this unit flying into a brick wall, so im in the market again thats why im here now. The Clipper should be known as the chopper the unit does not seem to be able to hold on to a solid signal.  When you walk it cuts out, if you run it cuts out, sometimes if your just standing still it cuts outs.  went back to my corded headphones it was a good try but fails in the end.",0
"For $29 including $5 in calls, what a DEAL!  Worked great in Israel for 12 days.  Love the GPS Internet Journal you can use to track your trip and share pictures and messages with folks back home.  Went on another trip to Mexico hoping it might work (eventho' info indicated it wouldn't and it it didn't!).",0
"it takes two hands, light, and a lot of coordination to dock my phone. I also feel like I'm scratching it to bits when I dock it. I actually only used it for a couple nights before my tired self gave up and kept plugging the cord in directly. That's bad design if you ask me. 2 stars cos it technically does what it promises. I also found it annoying that it didn't go into dock mode when docked I enjoyed the clock that the droid would turn into).",0
I expected to end up with some cheap product which I would have to return. But it far exceeded my expectations and was high quality and a Perfect fit. I strongly recommend it for anyone who has the HD2 who wants the added protection and having a good looking leather case to cart their awesome phone in.,0
"I was hoping this would work. It didn't, and on top of that it smelled quite strong and bad (very rubbery). It doesn't elevate the laptop nearly enough to allow the laptop's own fan to work. The black rubber pads you see in the picture also became unglued from the silver plastic bottom, and would slide around...horrible. I got this instead:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Cool-Lift-Portable-Notebook-Cooling-Pad/dp/B00028VKLI/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Cool Lift Portable Notebook Cooling Pad</a>. Cheaper, and it works.",0
"I purchased this item, because the case from Poetic that I used with both Transformer Primes (TF201 and TF700), were outstanding for protection. This case, however, has been problematic. To begin with, it doesn't hold the phone tightly unless you bend the corners to fit. To add to the frustration, the cover rubs it's coating against the screen, which isn't that much of a big deal when the screen is on, but when it's off, you have a vertical line going up the right hand side of the screen. The cover does NOT have an indentation to keep the screen from being turned on by the case pressing the home button while closed. Last, and this one's the biggie, I had the phone drop a whole 1.5 feet to the ground. It popped out of the case and bounced on it's edges, then slid face first across the concrete, with the battery cover off and the battery scraped up as well. This case is only good for pockets, and that's only after modifying the case to NOT press on the home button. I would have returned it, but since I cut out a notch where it wouldn't press the home button, that's no longer an option. If you just want a case to protect the screen while sitting on a desk, or in a shirt pocket, I would recommend it. For anything other than VERY GENTLE usage habits, this is not the case to get.",0
"I can't understand how they can sell these brand-new, factory sealed micro sim cards for Simple Mobile for less than a dollar, including postage?  For the price, I had to test it out and sure enough, about 2-3 days after I ordered, my new factory sealed micro sim card arrived.  Haven't activated it yet, as I still have a full month paid up on my current phone, but I'm sure this will work just fine in my T-Mobile Android phone.  My card was not ""cut"" from a full sized sim card, as others have stated.  Mine is an original micro sim card.",0
This product has complicated installation. Like a decal you mush wet both sides of the cover with a solution that is added in the packaging. This requires you to leave your phone powered off for about 24 hour wich I find inconvenient. During installation the screen protector was already showing signs of scratching and scuffing. According to the directions these may disappear after a couple days. Personally I just find the risk of water with electronics combined with the wait time to check your results kind of a let down.,0
"Works great for SGT2 7.0.  Great price and works flawlessly for me.  Shipping was decent, it even had samsung stamped on the connector which made it look official.  Whether it is or not I could not tell the difference, and neither could my SGT@ 7.0. Over all I am extremely happy with my purchase.",0
"I was looking for a case for a while and this is the first one I found that wasn't bulky and was made of silicon instead of plastic. It fits perfectly on my S3 and I have a 4200 Hyperion extended battery and cover.

The case fits snugly and wraps around the front a couple millimeters so it protects the screen if dropped (did this by accident, and phone fell from my lap flat on the screen and there was no damage). Just this justifies the 5 star rating. But the case is also perfectly cut out for the camera, flash and speaker in the back and the headphone jack and mic on the to and USB and microphone on the bottom. The case does not have a cutout for volume or power, but the case does not get in the way. the buttons are more pronounced than on the phone itself and this makes it very easy to access and feel for them when not looking (I bike to work so feeling the buttons with my glove is vital).

Basically this is a great case ive had for a couple weeks and im very happy with it and would really recommend it to anyone. I've dropped the phone a couple times and the case has done its job.",0
"There isn't much else I can add to the many 5-star reviews here - but I do want to mention a couple of things.  First of all, mine is clearlly a 9020T, marked that way both on the package and under the battery cover.  As several other reviewers have mentioned, make sure that you order yours from Amazon LLC and not one of their other suppliers if you want to ensure you get a 9020T.  The display is absolutely beautiful and the phone feels more solid than I thought it would.  That said, I'm not thrilled with the pop-off battery cover - it seems fairly strong and I have to assume both Samsung and Google tested it.  Replacement covers are plentiful and reasonable on *-bay so I'm going to order a replacement just in case.  I'm also surprised and happy with how Samsung implemented the SIM card slot - I recently damaged another phone by using a micro-sim card adaptor.  The Nexus S is well designed in this regard and you don't have to worry about swapping out SIM cards.  Overall, I am 100% pleased with this phone so far and highly recommend it.

********************* Edited on 4 AUG 2011 to add update ***************************

No doubt about it - this is a wonderful phone - but I do want to add a couple of caveats.  First, at least with mine, it appears that I cannot charge the battery to 100% - it stops at 97%.  And, the battery life is pretty good but I do not think it will hold up for almost three days like the Nexus One.  Second, and I admit this is kinda minor - there aren't many highly-rated cases for it - and Otterbox does not yet make a case.  Still - with the incredible display and how fast it runs - it is the best phone I own and I'm thinking about getting a second one to use with my 3GS contract chip.",0
I  bought this 6 foot cord in Order to get more than the pathetic 3 foot tether that came with my iPad 2.  However this was not made to apple standards and the prong that goes into the iPad to charge it either didn't fit properly or was loose because it did not charge the iPad. Of course I was traveling so I had to go to the Apple store and pay over $30 for another 3ft adapter.  Boooooooooooo,0
"This Cover works well, it is raised above the camera lenses just enough. It really fits just right and keeps all the buttons open. I have even found it easier to find volume and lock/power buttons ""by feel"" with this on compared to when it has no cover. The only issues I have with it, it is rather hard to remove this cover. This is still no reason to bump it from 5 to 4 stars.",0
"When I received it one piece was missing (the suction for the windshield). The part is made for a car with an outlet at dash board level. Our car, and many of the newer models, have outlets placed near the floor or squeezed in at an angle or other awkward position; which makes it impossible to mount or would put the phone at the floor of the car or some other inaccessible place. I returned it to Amazon and will continue looking for one that will work better for me.",0
"it's cheap and does the job. I suggest this product for nature enthusiasts, The lens is exactly like you would expect for iPhone photography.",0
"First, let me start by saying that I tend to only buy Seidio cases for phones and usually recommend them regardless of the phone.  That said, I think they did a good job this, but not great.  I had a surface combo for a Blackberry (which was the phone I had before the G-Nex), and it was great. It definitely makes the phone feel a bit bigger, but that is because now there is a case on it.

Something that could improve with more usage is I feel as if it gets ""stuck"" when trying to the phone back in the holster. If you try to put the phone in the holster and then slide it down to the bottom before clipping in, it doesn't slide as smoothly as I expected, but it's not like it doesn't slide period. Just seems like it could be better.

Overall, I like the design and think it's a very solid one. I don't have any other the problems the other review talks about.",0
"This phone carrying case has an elegant finish, good materials and safe belt clip. Perfect size for my Sony Xperia phone.",0
"I purchased it on friday it arrived on tuesday, it was brand new still in the box. I love love this phone only thing I wish it had flash on the camera,it still takes great pics. but other than that I have no complaints.",0
"Usually these screen protectors are very good, but the one I got today turned out to be very bad.  It made the s-pen jump all over the place and then seem like it was stuck to the screen.  It did this to my finger as well.  I messaged the company because I have never had this issue with any of their products in the past and they are sending me a replacement.  It isn't the same one... but the oleophobic one.  We will see how much better/worse that one does.",0
"I ordered mine for HTC EVO. The quality was better than I expected. Most of the silicone covers have a wide opening in the back for flash, camera & speaker. But the one I got, has 3 small individual opening for each of the 3 above, adds more protection. It does not smell like some other silicon skins that I have seen. Just be careful which amazon seller you buy it from.",0
"Nothing much to say other than...

1. It works as claimed.  Charge and sync capable - tested with several Android devices: Droid Charge, HTV EVO, Droid X, etc.

2. It's lightweight. Retractable thing is handy.

3. It held together still after 6 months of use. However, I am pretty careful extending and retracting.

The Amzer logo label fell off, but it doesn't bother me.",0
"This case is very nice especially for the $6 I paid for it.  It is stretchy enough to fit my Razr with a rubber sleeve around it.  The magnet that holds it closed could be a bit stronger.  The belt clip is very firm, holding the case on my belt well.",0
"Even with shipping that's more than the cost of the case my total cost was about $5, so it's hard to complain about this case based on price. I got the clear one but wish it was completely clear -- with no diamond shapes on it. It would be great if they had one option that purely let the beauty of the device shine through.

The case fits well and the ports are all accessible. The plastic around the headphone jack is rather close to that port, so I do wonder if some headphones might not fit correctly. However for the two headphones that I use I found no issue there. The lightning connector fit with no problem and buttons like volume up/down are easily pressed through the plastic.

There might be an issue if you want to use the wrist strap -- I don't use it so I don't know for certain how that would affect things. However the wrist strap ""button"" is accessible so it might not be a problem.

The case is flexible and somewhat rubbery. It has a nice tactile feel and definitely fixes the problem of feeling like you're going to let the iPod Touch slip out of your hands with there's no case on it.

Overall a nice case that should protect the iPod Touch 5 rather well.",0
"Pretty case,but very low quality....after 2 weeks looks like garbage...
if i read some review before i ordered it,i didn't buy it for 15$......
very very low quality......",0
"I Purchased this kit to check my iPhone 5 for water damage, and figured it was a good set of tools to have around.

The drivers themselves are nice, but what made me upset is the cheap included suction cup.  It doesn't work very well.  even after removing my screen protector, it was EXTREMELY difficult to remove the screen on my iPhone 5 - I still needed to use the included black stick to pry the unibody metal case of the iPhone away from the display assembly.

It took about 20-30 minutes for something that should take 5-10 minutes.

This is something that would have been more easily accomplished if one of those blue prying tools was included as well.

I used to work for Apple retail in a position that worked with disassembling iPhones for screen repairs.",0
"I purchased this card at $10 less than retail for 400 minutes and 1 year of service on our new Tracfone.  The phone is a Double-Minute phone, so the 400 minutes turned into 800 minutes after I entered the code, at no extra cost.  For 1 year, that is about $7 per month, at an average of 67 minutes of talk time per month.  Of course this is 800 minutes for the whole year.  Depends on how much you talk.

* Tip:  Amazon has been out of stock on the LG flip phone, that was listed around $20.  So we bought it at our local Wal-Mart for only $15, that included the accessories package of travel charger, case, and ear phones.  And the phone is double minutes!  Good deal if you only use the phone when necessary (not for phone gabbers).",0
I travel and use my Blackberry as an alarm clock. This charger is very handy and allows my phone to sit upright which puts it in to clock mode. (A very neat feature.) This allows me to see the time in the middle of the night or when the alarm goes off. No more trying to locate the phone in an unfamiliar darkened room.,0
"This is a prefect fit for the Galaxy Note and it is not too tight either. I can remove my phone from the holster with no isues at all. I believe that as long as you do not have a bulky snap-on case for your NOTE, this is fine. I ordered a Cismo slim snap-on case. I will update my review once I received my slim case to see if it will still fit in the holster(Belt clip carrying case).
I like the way the belt clip is designed. You do not need to take your belt off to put this in not unlike the other model. It has a clip plus another loop for security.

***UPDATE*** May 23, 2012
I got the Cimo case but somehow it is very tight and I have a hard time getting it out of the leather case. Even though that the Cimo is shiny, it has a rubbery feel to it and I think that is why it sticks inside the leather case. I just ended up taking the Cimo out every time I had to use this case.",0
"I purchased a&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/iOttie-Windshield-Dashboard-Car-Mount-Holder-for-iPhone-4S-4-3GS-Samsung-Galaxy-S3-S2-Epic-Touch-4G-HTC-One-X-EVO-4G-Rhyme-DROID-RAZR-BIONIC-INCREDIBLE-2-CHARGE-Google-BlackBerry-Torch-LG-Revolution-GPS-Compact-Size-360-degree-Rotatable/dp/B00687N0GK/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">iOttie Windshield Dashboard Car Mount Holder for iPhone 4S 4 3GS Samsung Galaxy S3 S2 Epic Touch 4G HTC One X EVO 4G Rhyme DROID RAZR BIONIC INCREDIBLE 2 CHARGE Google BlackBerry Torch LG Revolution GPS Compact Size 360 degree Rotatable</a>&nbsp;and found it difficult to locate a good mounting spot in my minivan. So I purchased this cup holder mount.

It does what it says it will. It offers a solid top surface for sticking my car mount. It opens up to fit inside a cup holder.

My cup holders are not perfect for it though. The cup holders in my minivan have rubberized grips that are designed to secure almost any size cup, small to large. But they don't allow this cup holder to be tightly fitted inside. The rubber grips have to allow for removal of cups so in that same sense, they allow for this (no matter how large I make it) to also slip up and down a little.

So, although it does exactly what it is intended to do, be aware of the limitations of your own cupholders.

UPDATE: I've since begun using the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/iOttie-One-Touch-Windshield-Dashboard-Car-Mount-Holder-for-iPhone-4S-4-3GS-Samsung-Galaxy-S3-S2-Epic-Touch-4G-HTC-OneX-EVO-4G-Rhyme-DROID-RAZR-BIONIC-INCREDIBLE-2-CHARGE-Google-Nexus-BlackBerry-Torch-LG-Revolution-GPS-Compact-Size-360-degree-Rotatable/dp/B007FHX9OK/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">iOttie One-Touch Windshield Dashboard Car Mount Holder for iPhone 4S 4 3GS Samsung Galaxy S3 S2 Epic Touch 4G HTC OneX EVO 4G Rhyme DROID RAZR BIONIC INCREDIBLE 2 CHARGE Google Nexus BlackBerry Torch LG Revolution GPS Compact Size 360 degree Rotatable</a>&nbsp;and between this cup holder and the new phone mount, I'm really pleased.",0
"Having never tried an Armorsuit screen protector, I went in to it with optimism. I liked the application via moisture, as it's a much easier install than others that have to be basically applied perfect the first time. There's margin for error on the Armorsuit protectors.

Problem is, I am not a fan of this style of protector. Previously, the units I had used were always rather hard, and felt like glass. Consequently, using the material felt like I had no protector on it at all.

With the Armorsuit, it's made out of a rubbery material, and it feels and looks like it. Sure, the material is clear, so there's no optical problems for use. It's just annoying that it has a bit of a drag feel to it during use, and I can see ripples in the material. It doesn't have as bad an orange peel look as, say, a Zagg protector, but it is there, and it is notable.

But sadly, there aren't any good protectors out on the market yet. So for now, the Armorsuit will have to do.",0
"Want to start saying i bought the version for the iPhone 4 by mistake and now I'm basically comparing both base on how it fits the phone, the material use to build this cases and the protection that it offer.

1- This case have a much more thicker layer of silicon, the last version of it was less tick and more soft to the touch this one is a bit hard which in my opinion protects better the phone and gives you more grip.
2- The plastic layer looks a bit off compare to the older version even tho its not noticeable if you don't have both cases the older version was build more precisely.
3- I'll upload some picture where will see that the silicon doesn't sealed perfectly on two of the edges but is nothing that will let dust go inside the case in the other hands the rest of the silicon fits more firm on the rest of the case.
4- If you think there is not really a different between the old version and this one i should say i see my light sensor working more often than it used to before thank to the open design with this new version.
5- The vibration switch is now more accessible and the camera and the led is open more which will never give you any problem related to picture quality but its deep enough not to hit when it fall.
6- The protection is incomparable like all otterbox product i tested in lots of surface at max 7 foot high and either the phone or the case suffer any damage or scratch.
7- About the seller shipped me this item in 3 days and one night when it was a 5-8 days ship method very good I'm very happy, also they didn't left the box at my door like some other shipping companies do.

conclusion
I feel better with this case because it feels more safe thanks to the ticker silicon, it also is design for the new 4s which let you switch better the vibration/silence switch also have an open design for the front facing camera and the light sensor making them work properly the same with the rear camera and the led flash, and what makes this deal better is the seller with very fast shipping good shipping company and excellent price.",0
"This is an expensive mount! I will not lie sort of regret getting it because it just barely fits my galaxy nexus with case in the full open position. If my phone were a little smaller I would not have any complaints. The overall look and appearance of this mount is top notch. Usually universal holders like this are bulky and ugly. This one is compact without sacrificing build quality. It would not be my first choice again, if I get a phone in the same size class at galaxy nexus (4.65"" screen)",0
"The touchscreen on my Samsung Impression A877 stopped working. It was either the digitizer or the flex cable, so I decided to try the flex cable since it was cheaper. As it turned out, it fixed my problems. Seller was great!",0
Hey people! I mean u people with ANY complaints. Guess what? This is a $100 phone. It acts like a $100 phone should. If u wana whine about what it doesnt do. Then buy a $300 phone and quit whining cuz u were cheap to start with.... Ok maybe there is a battery issue. Maybe there is a memory issue. Its a $100 phone. Deal with it!,0
"The case is cute but the thin plastic cracked and broke when I had to take it off to pull the battery when my phone froze. Unlike other cases I've had, there us only a very thin profile cover on the front of the phone.",0
these things are not oil resistant. do not buy they are horrible. every time you swipe your finger its like you are squeezing grease on it.,0
good case for going out the wife loved it uses on occasion protects from weather and nosy people definitely recommend,0
"Very nice case arrived fast and, well worth the money I paid. While I have only had it for a week I see no problems with it. Most importantly I feel secure when I place my cell in it.",0
"First of all, to people who buy things on the internet, it helps to read the description and look at the pictures. This is a dock. Just like the iPhone dock, you put your phone in it, hook up a charging cable, and it charges. It's not a speaker. Nowhere ever did it suggest it was. There is no speaker built-in, and no line out. You set your phone in it, that's it. If you're looking for it to do something else, move along.

For the dock itself, it's actually very high quality. It's got the look and feel of something you might expect Samsung themselves to put out, albeit probably heavier. That's the only squabble I have with it, it's too light. You'll use two hands almost always to undock the phone. If it had a line out, it would be about perfect.

It has a sleeve (like the iPod universal dock) that can let you use the phone without a case, or with a good number of cases on the market. If you've encased your phone in ballistics material because you're prone to dropping it a lot, no, it won't fit. That case probably won't work with any accessory. Such is the drawback of having more protection than a check cashing store. It fits with the generic Best Buy plastic case, and this Case Mate faux aluminum case.<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Case-Mate-CM021200-Barely-There-Brushed-Aluminum-Case-for-Samsung-Galaxy-S-III-1-Pack-Retail-Packaging-Silver/dp/B0087E4VHY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Case-Mate CM021200 Barely There Brushed Aluminum Case for Samsung Galaxy S III - 1 Pack - Retail Packaging - Silver</a>

If you want something that will hold your phone up on your desk to easily see notifications or to function as a night alarm clock, this is one of your better options.",0
"Although the product appears to be the correct product and does charge the phone, the plug that goes into the phone just a little too big and does completely insert.  It will work, but you have to be very careful that you have a good connection and that the unit is charging.  It is not enough of a problem to return, but I would not recommend buying this product.",0
"So I only used my battery about 8 times over the past 9 months.  But no matter what the battery lived just past the 6 month warranty.  Beware when buying Lithium Ion batteries as they are known to have significant battery life problems.  They are good for being light and efficient, but the design of their cells are known to lose charge the moment it leaves the factory.",0
"The case was much thicker than than I would expect a silicone cover to be. It had a weird texture to it that did not feel pleasant in your hand or against your face. The edges extended much farther than they needed from the face of the phone. It was also very difficult to get out of my pocket because of the ""sticky"" texture it had. The case would often come off as I pulled it out of my pocket.",0
"I have an assortment of cheap cases for my Galaxy S3, but I decided I needed to upgrade to a more protective case. I debated between this and the Otterbox Commuter; I finally decided on this one.

The case arrived yesterday, and I was able to compare it side-by-side with a Galaxy S3 in an Otterbox Commuter.

Simply put, this case looks, feels, and performs like a cheap knockoff.

Let's start with the silicone layer. It is too big for the S3. If you put just the silicone on, it is floppy and is in constant danger of falling off. It's so loose that any wrong move will make it flop right off the phone. I couldn't even put the phone in my pocket without the silicone falling off. The outer shell is fine, but because the silicone layer is too big, the outer shell doesn't fit well either. It squishes the inner layer so that it gaps, at either the top or the bottom of the phone. The outer layer does not fit against the inner layer, leaving gaps at each corner.

I compared this to the Otterbox Defender. The Defender case fits like a glove. The outer and inner layers fit together perfectly with no gaps. The inner silicone layer fits snugly and is in no danger of falling off. Thus I've decided to return the Incipio case and get an Otterbox instead.

I'm honestly disappointed. This is the quality I would expect from a $2 knockoff from China, not from Incipio. I've returned it, and I'm getting an Otterbox instead.

I've uploaded several photos of the fit issue, so I recommend you take a look at those before buying.",0
"This is my second Jabra car kit. I first ordered the SP200 which is a great speakerphone, most callers don't realize I'm in a car. I hesistated ordering the cruiser based on the poor reviews which for me are all wrong:
*Simple to use out of the box
*works great as a stand alone speakerphone
*works very good as a speaker phone through the FM transmitter
*Works perfectly with my iPhone 4.
*Music plays nicely on my radio
*Simple to change the radio frequency
I do get some static in heavily populated areas or where the frequency has a broadcast that is strong(eg. near Newark Airport).
Performs better in my 2003 vehicle vs. my 1998 vehicle, I attribute this to the age of the technology in the '98.

I am very happy with my purchase.",0
"I have a Samsung Impression, and it fits perfectly in the pouch.  The material is stretchy, so any similar sized phone should also fit just fine.  My phone is touch screen, and I can operate the touch screen through the clear plastic cover.  It has openings on the top and bottom for your headphone jacks.  I find this armband phone holder to be very comfortable and convenient.

I have large arms, so I also purchased the optional extension strap.  If you also have large arms, make sure you do the same.  It would not fit me without it.

I highly recommend this item.",0
"I'm the worst when it comes to tripping, slipping and dropping my phone. The otterbox has been a life saver!  And call me weird, but as much as I love my iPhone its just too small and slick when it's not in the case so the otterbox adds some bulk and grip which is great for me.",0
"I was hesitant buying this because it's so cheap, especially compared to the ""fancier"" D30 and similar products.

This thing is awesome. Fits perfectly. Doesn't fall off easily. Protects the screen by lifting it up around the edges. Looks nice. Good grippiness.

Regarding the button cutouts on this phone (which really aide in making buttons easier to press). The power button cutout is great. But it surprises me that there is no cutout for the volume rocker!? It's pretty annoying to raise and lower the volume, I have to really look at the case to see where the indentation is at, and often have to press really hard to make sure I'm actually pressing the right spot. I could see myself cutting a hole in this area down the line, but I'm not sure if that would impact the overall fit of the case. Oh well--it's the one downside to this case, but I still really like it. Oh, and someone mentioned the case makes the rocker feel touch sensitive.. Not really. If you're lucky and your finger lands on the right spot, then -maybe-.

My phone was knocked over once from desk height, I didn't see how it landed, but it doesn't have a scratch or scuff on it!

When I plug my earphones into the phone, they don't go in the jack all the way. I soon realized that this wasn't the cases fault, however, and when I removed the case and tried again, same problem! COME ON HTC!",0
"The main problem with the original Galaxy Tab is the RAM memory and processor speed.

The Galaxy Tab 7.7 has 1GB of ram and excellent speed, which is perfect. Come on all Android phones are almost the same in the management, the difference makes the screen size and power, which if adapted to the needs of each person.

I need a very large screen (do not look so good) and I want to navigate comfortably, write emails and review documents without having to force myself on a small screen.

7.7 inches is a perfect size, great to see well, not so great as to be uncomfortable to carry. Goes perfect in the pocket of my bag, or carry in hand is no problem. Her weight is great, a few grams less than the original Galaxy.

The only thing that convinces me is that the letters are very small, email and social networks, and any application, show a very small letters, you have to do some tricks to make them grow, but it's nothing ""official"" operating system that supports . They say that with the upgrade to Android 4.0 will fix this, hopefully!, For now have to wait. Oh I forgot, the battery lasts all day, come home at night with a 30-40% remaining.",0
"I had a dash mount holder for my Garmin, which I loved, so I thought this would be great for my iPhone.  However, I have the Otterbox Defender case on my phone (which I do love!), and I guess with the case it's just too heavy.  The mount won't keep the phone upright enough to see it.  Also, I have a Honda CRV, and the dash is slightly curved, so it doesn't sit well on it.  Might be good for other people, but it didn't work for me.",0
"Works well with my excite 10, connected a USB drive and a bluetooth keyboard both work perfectly no trouble on the toshiba. So green light if you have the excite and want to get this.",0
"I had bought a stylus from verizon and it worked great. When hubs got a smartphone gave it to him.  Found these online and thought wow, a much better price...well they don't have a point and don't work as well as the expensive one from Verizon...but they do work so they are OK.",0
"I used this waterproof bag for my little travel camera while sea kayaking, water rafting, and in rainy conditions.  It worked great to keep the camera dry and working.  It was however, a little hard to turn the camera on and off and select modes, etc.  Also the clear plastic portion is not perfectly crystal clear, but for the price, it worked great and the pictures turned out acceptable.

I used it with my NV3 cammera, and my husband used it for his Iphone.  Worked great for both though I had to put a little foam piece in the end to keep my cammera lense in the clear area.",0
"The case works, fits well, and arrived within the estimated delivery date.  The only thing I modified was the bump that covers the volume button on the phone.  It made my volume button very sensitive, so I cut it out.  Other than that, no complaints.  I have dropped my phone a few times in parking lots since having the case and my phone is fine as well as the case.

The screen protectors work well too.  I have one little air bubble, but that's it.  Took a couple tries to get it positioned right, but other than that, I'm happy with it.",0
"This case is not as nice as the same case made for the S III. It has the feel of a poor copy or something that was rushed to market. It lacks the same full coverage and does not feel like it's got a good hold of the phone. Aesthetically speaking, it doesn't even frame the phone nicely. Further, it lacks a screen protector. And, if you're interested, it doesn't have a belt holder--whathaveyou. I don't like it, and I'm not using it. It was a waste of money.

Update
Am currently using an Otterbox Defender. It's got better coverage, offers much better purchase of the phone (which makes typing easier) and it looks pretty good. Unfortunately, issues with the screen protector are serious: the protector doesn't fit flush against the phone screen and it's a fingerprint/oil collector. I'd give it a 3 because of these.",0
I received the screen protector before is was suppose to originally come in the mail..It was easy to put on and works great.,0
