overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image,helpful
5.0,True,2012-03-01,A35GXJNRA7NJY4,B006OEX9X6,,charles Johnson,"Fits the screen well, easy to apply and does what it was designed to do. Thats all I wanted from it and at a very affordable price.",Product Review,1330560000,2.0,,
1.0,True,2011-10-04,A2EUP9822U2RAH,B004J75YLU,,PTRdallas,"When I received it one piece was missing (the suction for the windshield). The part is made for a car with an outlet at dash board level. Our car, and many of the newer models, have outlets placed near the floor or squeezed in at an angle or other awkward position; which makes it impossible to mount or would put the phone at the floor of the car or some other inaccessible place. I returned it to Amazon and will continue looking for one that will work better for me.",Didn't work for me,1317686400,2.0,,
5.0,True,2011-01-22,A1G5WUF0VIB393,B002F9XNBW,,Laura,"I love the convenience of having a couple of credit cards, essentially my wallet, in the same compact holder for my iphone.  There is space to tuck a couple of dollars in the side pocket.

One other reviewer was right - the phone side is a bit loose, and I've dropped my iphone once.  Not a big deal.  The credit card slots are tight, so no worries about one falling out!

The snap closure made me rate durability a four star.  It seems like it might break with a lot of use.",Terrific iphone carrier plus wallet,1295654400,2.0,,
5.0,True,2011-04-11,A2L1HSS73VY7,B004O0TGSE,,Michael,"The Seidio Innocase II & Holster combo is one of the best ideas I've seen in carrying your smart phone. It fit my HTC Inspire perfectly. The phone with case snaps into the holster with authority and is easily removed. I've only had it a few weeks now and this case actually feels like it could outlast my phone. The Innocase II is not cheap, but as the saying goes you get what you pay for. I highly recommend this product.",Innovative Protection For Your Cell,1302480000,3.0,,
5.0,True,2012-09-27,A12LNDP0DYA0PC,B008I7C8UM,{'Color:': ' multi color'},Carmen,"I ordered this for my mom's Galaxy S3. It was a wonderful purchase. When we got it in the mail it was absolutely beautiful. We couldn't stop looking at it. I was very happy with this purchase. My mom gets compliments on it all of the time. Though I do wish it was a little bit more durable. We are scared the beautiful gems and stones will fall off so we are extra careful with it. Overall, stunning item.",Absolutely beautiful.,1348704000,3.0,,
5.0,True,2010-04-02,A2F6ZC6Q16SUTJ,B001BZH2QI,,SLD93,"Completely satisfied with the E71 after 3 months. In Africa, I enjoyed traveling from country to country swapping SIM cards in an unlocked QWERTY smartphone. When I returned home, my carrier-subsidized touchscreen phone with virtual QWERTY was no longer sufficient. So I researched similar phones and purchased this Nokia E71 from Amazon. It has become my preferred phone. The battery never seems to run down. One day I was able to spend 6 straight hours between calls and internet, and still had battery left. My other phone would have died after half that. The Internet Radio plays through Bluetooth in my car. The Wi-Fi works flawlessly, both in the house and at hotspots. Loaded BOLT browser for a couple of sites which refused to participate on the supplied browser.  MicroSD storage (music, photos and some seldom-used programs) works seamlessly. Nokia Suite transferred a boatload of music by Bluetooth in less than an hour.","Small, yet powerful smartphone w/great battery life",1270166400,2.0,,
5.0,True,2012-11-06,A2OXUD68AARYJO,B0091THDOM,{'Color:': ' Tan Suede'},Amy,"This is a beautiful case and I love the way it feels!  It is made extremely well. I have held off writing a review until I owned it for a couple of weeks because I wanted to see if I would get used to using the pull strap to get the phone out. At first it seemed clumsy, but now it's extremely easy. The customer service is outstanding I wrote them with my concerns and they addressed it within a few hours with a clear, courteous email! Bravo!  There are companies that listen and respond!",Love it!!,1352160000,11.0,,
5.0,True,2011-09-19,A1VTUN1BZXMWNY,B003P6U4RU,,Trillian,"These little stands are a must-have for tablet owners.  They have an extra-long rear support panel that keeps the tablet from falling over when it's displayed in portrait rather than landscape orientation.  It gives a nice viewing angle that also lends itself to touch control without tipping the unit over.  I combined these with a gel case for my Galaxy tab, which gives the unit a little bit of a tacky feel that keeps it from slipping on the plastic, and both work like a charm.  At such a low price, I ended up ordering a few more to leave around the house.  Highly recommended.","So simple, so great",1316390400,3.0,,
5.0,True,2012-12-07,A3EJBNMM7J96UZ,B004X2623U,,KB,"Wonderful sound reproduction at a very low price, and I listen mainly to classical music. This is the only ear bud headset I know of that has cord which will not tangle up. And phone calls with it in use are clear and understandable on both ends. There is nothing not to like about this set.",Fabulous!,1354838400,2.0,,
5.0,True,2012-11-05,A106I0CZ4CYHNO,B008RDZG2O,,AmazonShopaholic,"The original product I bought broke within a week.  iTronz went out of their way to contact me and not only replaced the product, but actually reengineered the plastic component that cracked before sending me a new one.  I have had it for a nearly a week now and the plastic is holding strong unlike the original case.  This company gets an A+ not only for an incredibly designed case that blows all other wallet cases out of the water but also for their customer service.

Positives for this case:
-holds 3 cards vs 1 or 2 like most other wallet cases
-extra space behind the card holder for a little cash or receipts
-leather is really nice.  I plan on getting it engraved
-flap is magnetic, no snapping required
-case has a stand feature to allow for watching videos without holding the phone

Negatives:
-NONE",Excellent Customer Service!!!!!!!,1352073600,9.0,,
5.0,True,2011-12-02,A3CHERMW5H8BG1,B0060E7378,,Thomas P. Hagstrom,"This case is very nice especially for the $6 I paid for it.  It is stretchy enough to fit my Razr with a rubber sleeve around it.  The magnet that holds it closed could be a bit stronger.  The belt clip is very firm, holding the case on my belt well.",Nice case fits Razr well,1322784000,4.0,,
5.0,True,2012-08-04,A3GIA221CVY1A1,B00757ER00,,Firetruck41,"I bought the Q-cell 2 battery/charger package about 2 weeks ago, it shipped quickly.  The batteries do indeed have NFC just as the OEM batteries, and I use NFC daily.  They fit exactly as the OEM batteries and seem to have similar battery life.  I can't quantify it, but I don't notice a difference on battery life whether using the original battery or the Qcell, in fact, I usually don't know/remember which battery I have in the phone unless I look.  I would say 2300mAh is probably not accurate, I would say they are probably 2100mAh, same as the stock battery.

The charger does take a long time to charge the batteries, about 8 hours from 10% to 100%, but it does charge the batteries completely.  There are no instructions in the package, and they are just in plain boxes.  I did find the the charger LED is purple while charging, and turns blue when the battery is fully charged.  The wall charger has a USB out to allow you to use a usb/micro-usb to charge your phone directly, however based on how long it takes to charge the spare battery in the charger, I haven't tried to charge a phone directly, seems like it would take forever.

Overall, I think this is a great value for $25.",Good value,1344038400,62.0,,
4.0,True,2012-11-15,A21I62TCDL4754,B009JRMBVG,,Peter E. Safir,I have the invellop case for my full size iPad and when I got the new mini I wanted a similar case.  took a while to get it but it came today and looks good,nice leather case for ipad mini,1352937600,2.0,,
5.0,True,2012-07-06,AN1C0UZYI73DE,B007A8IXD6,"{'Size:': ' iphone i4/4s', 'Color:': ' grey'}",Nomad Wanderer,"A bit pricey. This case is sturdy, easy to get on and off(form fitting), and good looking(A bit rough look to it). Hard plastic shell outside and soft plastic shell inside. I have gone through dozens of iPhone cases over the years. When you weight in ergonomics, looks, ease of use, protection, and value; this one is at the top of my list. The down point would be the price. It's about $30 for a light piece of well made molded platic. My second choice is the well known Otterbox Defender, which is great but also pricey, way too bulky, and not the best looking thing outthere; if you know what I mean. Even though the price was an issue with both cases I still felt a 5 star rating was in order. It looks a bit rugged but slick at the same time. It fits and protects the phone well. Fairly simple but attractive color options.",Excellent Case. Bit pricey.,1341532800,3.0,,
5.0,True,2010-11-09,A233H7F8EJIX1F,B003ZX7RNC,{'Color:': ' Grey'},Joel Moreno,Wow! Just a few days using this phone and all I can say is that this is the best phone I've ever had. Nokia deserves 5 stars! This phone has all the features needed and more... I have no complains about this excellent piece of technology. Totally recommended!,Awesome phone!!!,1289260800,5.0,,
5.0,True,2012-06-06,A3SFWN714Z9Q9E,B006GLR99M,,Jessie&#039;s Book Blog,"I was a bit leery about how this case would be since it was such a cheap price. I'm really impressed with it. It snaps right onto my phone and is only one piece. It is easy to remove the phone from the case as well.  It is flexible rubber, but very protective for my phone. I also like where the green is, that it has ridges for better grip.  I'd have to say that the only complaint I have, is where they lock button is on my iPhone, it is harder to push when I want to lock it, but it's more of a small hindrance than anything, and I'll get used to it.  My old case had the lock button exposed, so it's just a matter of adjusting to a new case.  The color is crisp and makes the phone look snappy as well.

It doesn't offer as much protection as an Otter Box, but really, for the price, I'm very impressed and happy with this product.","Good Product, Great Price",1338940800,5.0,,
1.0,True,2012-01-23,A13UZGYF8WJW0U,B005FU6C16,,jessijmarie,This case causes pictures taken with flash to turn pink. The top layer of the case has also started to peel. I am not pleased with this product. Would not recommend it.,Not a good buy,1327276800,5.0,,
5.0,True,2011-08-07,A1XYD3UPBJED2S,B005DPEFR6,,jeremy w,"This screnn protector works awesome. It came packaged real well and arrived quicker than i thought. They sent me a email link with a quick tutorial about how to install the protector easily and with no annoying bubbles. The protector fit perfectly, didn't block camera or speaker and covered the screen completely. I even tried to scratch the screen by lightly rubbing keys on the screen like they would if put in your pocket and didn't damage it at all. With 3 protectors and the cheap price you can't find a better choice out there.",awesome screen protector,1312675200,4.0,,
1.0,True,2011-09-07,A7YPK1EH0X73,B004SKBVFG,,Sherry Davis,The stones fell of in the plastic. They were also made of plastic and lacked luster. The good news is that when I wrote my first review the company refunded my money! Yeah!,Save Your Time and Money!,1315353600,3.0,,
1.0,True,2011-04-15,A1ZE3AXR9RI2UZ,B003Z4IRGC,,MotoGPTech,"I was about to buy my 3rd replacement case when it dawned on me I should look at a different design.  Case fits well.  I use a dab of superglue to keep the two halves from separating, works fine.  The problem comes when the case starts to crack after dropping the phone.  I'd rather have the case crack than my phone crack, but these replacements are too expensive.  One of my holsters failed as well.  Overall nice while it lasts.",Good Looking but Doesn't Last,1302825600,2.0,,
3.0,True,2012-03-09,AN20AHS0L5YBS,B00M36LXOQ,,Gabe2261,"I bought this headphones, the button with the microphone is very hard to be pressed since is so small,  the sound is a little metallic, I'll stay with Senheizer and Apple headphones , they are much better quality...","Average sound, not the best quality overall",1331251200,2.0,,
5.0,True,2012-06-06,A3CSZGXOQMPY3P,B006YCORR0,,J. Morales,"Works great, looks brand new and just like the one that came wit my Galaxy Nexus. The USB cable appears to be stock as well. I'm convinced this is stock and the real deal and it works great.",Just like the one that came with my phone. Excellent.,1338940800,5.0,,
1.0,True,2011-01-02,ATWHA2VIWDMFD,B001UFRSM2,,ccsmom,"I purchased this item partly for the screen cover but also to have a travel power charger.  It came with a connector for the car and wall plug.  What it didn't have was any cord.  That seems rather useless to me since I have to always have the other charger with me to use this.  The wall plug seems rather redundant since it appears useless without the cord I already had.  If I want to charge this in my car, I have to have the original cord which, otherwise, I wouldn't need to have in the car.  Fortunately, it wasn't very expensive.  But pretty useless.",Useless,1293926400,2.0,,
5.0,True,2012-11-11,A26ZK8QFWXN859,B009D4HHT6,{'Color:': ' Black'},dalepres,"I've bought so many vent mounts I have lost count.  They either fall out or they hold in so tight that they break if you try to swap them between vehicles - and even those fall out when you don't want them to; they just won't let go if you want them to.

This has a spring loaded hook to hold onto the back of the vent.  I suppose one caution would be to handle any good vent mount carefully when hooked up because you could break a vent - that would be an expensive proposition. I just use two hands (always stopped and in park!) to adjust the phone.  Loosen the locknut, make your adjustments, and tighten.  The locknut tights from the back to the front so it feels backwards when you adjust it from the front while the mount is hooked up in the car.  They should have reverse threaded it so it would feel right from the front.

With the spring loaded hook, it attaches easily and reliably to the vent and removes easily and safely. THis is the phone mount I have been looking for for a long time.","Finally, a vent mount that works!",1352592000,31.0,,
4.0,True,2012-02-07,AE67QP2HEARD9,B005271HNK,,Deerod113,I was leetyof buying these because if the reviews. But these cases fit my iphone 4 very well. Good communication from seller and very fast shipping.  Will shop here again!,Great,1328572800,2.0,,
3.0,True,2011-02-07,A3AN2GT6L21PU5,B004R1QHLO,"{'Color:': ' Silver', 'Package Type:': ' Standard Packaging'}",Jaime B.,"I have had three headsets in the past three weeks trying to find one that works for me.  This one was the winner due to clarity of calls and ease of pairing with my Iphone 4 and Vtech bluetooth home phone.  However, there are three cons - 1) it is HIGHLY uncomfortable 2) it is hard to place in your ear.  The instructions say to aim it down and twist; then it has to rest on your cheek to work best with the sensor on the headset. 3) Finally, it stopped working completely after 6 days of service.  I will update this review after I receive 1) the replacement from Amazon.com and 2) the Jabra ear gels which according to those reviews makes this headset comfortable, and thus the best on the market.  I still have high hopes...

Well, the replacement works so far, but I've only had it for 2 days!  I will update if this one fails.

The comfort issue - SOLVED!  However I had to purchase for an additiona 11 dollars the Jabra ear gels (available on Amazon.com.  Now the headset fits comfortably, is easy to place in my ear correctly, and best of all I don't need that AWFUL hook Jawbone provided-it is not only the most cheaply made earhook I've ever seen - like a cracker jack toy - it just plain HURTS my ear.  Very poor design.

Sut, ICON still only gets 3 stars from me because they should have solved their own fit problem, and the interface is also terrible.  You touch the answer button and are incessantly told how much talk time you have left.  Sure, I'd like to know that, but I would prefer if ""re-dial"" was one touch and battery life was two.  MOST of the time I hit it twice for redial it gives me the battery life.  I have to push it EXACTLY right to get it to redial.  I've gotten used to holding it in and releasing for voice dial.  Another con is that you can't upload your contact list so it says you are getting a call from ""name"".  It says the whole number.  The blue ant q2 had a WAY better interface.  Too bad sound quality failed.",UPGRADED REVIEW _ Good headset!  Terrible comfort UNLESS you buy the Jabra Ear Gels,1297036800,4.0,,
1.0,True,2012-09-17,AJFOF889L5VL5,B004I58ZVY,,BeZe,"When you slide a SIM card into the cutter, it is loose so you have to be extra careful that it does not shift and get incorrectly cut.

The adapters are horrible because they are not flat.  There are indentations that get caught when you slide in the SIM card into the phone. I had to pull one out with much force which messed up the contacts so my cell phone stopped reading the SIM card. The cell phone is now useless...

Stay away from this product!!!",Micro Sim card and 4 Sim Adapters,1347840000,11.0,,
4.0,True,2011-04-29,A1HWRFL30W000L,B004M5KV3A,"{'Size:': ' iphone 4/4S', 'Color:': ' Black Silicone & Black Plastic', 'Package Type:': ' Standard Packaging'}",Joe,"*Updated 11/19/11

First and foremost, if it's solid protection you're after (and if you're prone to dropping your phone) you need a hard case for the iPhone because it's made of glass. It's a great phone functionally, but if you drop it as is, you're done. Many have those slim, trendy skin cases but they will not protect the phone against a drop even if they look cool. Apple and Verizon don't seem to be up front about how delicate the phone is.

I researched cases quite a bit and this one kept coming up. Highly protective, and it fits my Verizon phone perfectly. Make sure you get the UNIVERSAL case for Verizon so it fits. The built in screen protector is crystal clear and DOES NOT LEAVE watermarks or streaks like other cases with a built in screen do.

Now, some caveats:  First, it's a little tricky to put the case on if you attempt it without directions. It's a plastic shell that snaps on and then the hard rubber gets wrapped around it. I strongly suggest you use the web video link that is printed on the inside of the box.  Second, the flap on the bottom for the power jack was a little annoying at first.  It took me a while to figure out how to seal it correctly.  Lastly, this case WILL turn your phone into a brick.  If you want something very slim that will maintain the aesthetics of the phone, this isn't for you, but that's a trade off you have to accept to have hardcore protection. I can fit it in my pocket, but it's a project getting it in and out, and it's a big lint collector.  I'm thinking of trying a slimmer case and risking some protection because the bulk is getting to me.  In summary, a great case for solid protection if you're willing to sacrifice sleekness and aesthetics.",Excellent protective case for Verizon iPhone 4 with some caveats.,1304035200,124.0,,
5.0,True,2011-08-03,A296O8A6KU3G5K,B0053VK1J6,,Simon,"this is awesome product. i love the soft rubbery feel to the protectors. one and only con this type of shield is thicker which is good. but may not be compatible with other cases. couldn't fit my phone back in my otterbox case lols. or slider cases.
but honestly its amazing product. easy to install and much cheaper and pratical then paying twice as much for the same thing and same product. pluse lifetime warranty which is always good! it does get scratches easy but that fine. as long as its not on my new iphone 4! same comparison to the zagg invisible shield. DEFF BUY THIS PRODUCT! YOU WONT REGRET IT! plus fast shipping!",amazing!!!,1312329600,7.0,,
5.0,True,2012-06-23,A1R7PLCAUF4EY4,B006IRPV9E,,Wai,"The shipping package is very simple.  Nothing fancy.  Opened it and found that it is made in Korea.  That is a change.  Not China.  I do feel that it is a bit different from many different type made in China products I received in the past.  It feels solid and well build.  The case is white and with white you could tell a lot by looking at it.  Tiny little defect will show.  This case is smooth as silk.  It is a slim fit but the build is very sturdy and not flimsy.  Some comments mentioned that it is very hard to fit.  I do not find it to be the case.  It just snapped just on to me.  What I did was that I slided the top side in first and snapped the bottom in.  It snapped without problem.  What I did noticed is that the bottom left side was not as fit as the rest.  Sorry to be picky.  I am not a perfectionist but just want to mention that.  It was about half to 1 mm off.  No big deal.  Overall,  it is well build, solid product,  snapped right on and does not look bulky at all.  It is almost like the second skin.  I agreed with some other comments in which it does not protect the top and bottom.  Of course, it is so snugged fit that I do not exactly sure how to take it out.

Final note,  after using it for a while and because I also hold my phone(of course),  I find that the bottom gap that I mentioned is now gone.  It is now a perfectly fitted case.  I like white but it also has some other interesting color.  Love it.",It works beautifully,1340409600,2.0,,
4.0,True,2012-12-15,A1CLKVY1WDNEHO,B005KG46V8,{'Color:': ' Black'},StubsNY,"I am very pleased with this product. I had the Grantwood leather QuickFlip case but it's belt clip snapped when it got caught leaving a bathroom stall. I got this as a replacement and wouldn't you know the same thing happened to me with this case and the belt clip is fine. I am pretty heafty which is why I guess I have som issues leaving the bathroom. The belt-clip is plastic, and slightly unwieldy for hooking the case on to my belt if my belt is already on, which is the reason I deducted one star, but it is really a 0.25 issue. And I guess my weight doesnt help this issue either, but if this situation comes up I would really recommend taking the 12 seconds to undo your belt and slide the case on that way. The belt clip also clicks when it spins, and though it is clearly meant to hold the phone vertically, it feels relatively solid when it isn't vertical.

The case is a heavy-duty canvas-like material, with stretchy sides. There is a small slot inside that works great for holding an extra battery and that is how I use it. It would not fit the second extra battery and still fit the phone. I've never used the headset strap as shown in the picture. There is another sort of slot on the outside that could probably hold a few credit cards but I've never used it.

The Galaxy S3 is a large phone, and I keep mine in a KaysCase Slim Soft Skin Cover Case and the phone in the semi-rigid case fits into the NiteIze, it slides into the case relatively easily and fits snugly. The phone actually sits with both the power and volume buttons above the stretchy sides. After three days or so it was a easier to attach the magnetic closure strap, but the phone generally feels that it would not slide out even if the magnetic flap wasn't closed. It is pretty comfortable removing the phone, as it sits with the buttons that high there is enough room to grip the sides of the phone to pull it out, but it is not rare for me to inadvertantly adjust the volume but that is more a matter of the phone design than the case design. Carrying the phone inside the case is also comfortable, even though it's vertical I can replace the phone into the case while sitting on my commuter train without elbowing anyone sitting next to me, and if I get a window seat and snuggle in to nap the case with the phone in is not noticeable to keep me from drifting off.

The case is what it is, it is not a premium leather case and therefore it is not as distinguished looking for the boardroom, but it is well made and does everything it is supposed to do well.",For my Samsung Galaxy S3 the NIte Ize fits,1355529600,10.0,,
4.0,True,2010-09-20,A25JBUAPIZ6JP6,B003B5YRZK,"{'Color:': ' Grey', 'Package Type:': ' Standard Packaging'}",ketchumsgal,"Okay, first of all. I really love this iPhone cover! It has saved my phone many times. I didn't want the bulky Otterbox that was waterproof, so I picked this one. It isn't bulky at all. I love gray and black so I love the colors I picked. They look stylish with my white iPhone. The only complain I have is that sometimes when I get a new screen protector, the side of the cover will rub on it and cause debris to get under the screen protector on the corners. This is a problem I have with any cover though.
I dropped my phone the day that I put the new commuter case on it out of a 6inch lifted truck with 37's on it. That is quite a high drop to fall from. It fell and there was not a scratch on the phone, there was a minor scratch on the gray part of the cover but it disappeared after a day or two because of the material it is made out of. I was so excited to know that I have this much protection for my iPhone. I HIGHLY recommend the cover. It is also for a great price.",Great cover!!! PROTECTION TO THE MAX,1284940800,2.0,,
5.0,True,2012-02-14,A1E3L0MZ58MNWQ,B005TQRLQG,,Duderino,"Pros
-Side grips
-nice design
-doesn't block speakers or mics
-keeps screen and camera lens off surfaces when lying on front or back

Cons
-sleep button and volume rocker is a little difficult to press, not a big deal, gets easier with time
-top left corner of case isn't perfectly fit for the phone, it is slightly off

For the price - you get great quality.

I am able to overlook the cons because when I spend less than $10 on something, I tend not to care much for the small problems.",Fits well - does the job,1329177600,2.0,,
5.0,True,2011-11-29,A1UTJGQVGZMDXS,B005QF6APS,"{'Size:': ' Kindle Fire', 'Color:': ' Clear'}",Kindle Customer,"Course it helps if you read the directions. Not sure why but so many folks do not read the directions and then can not understand why they have a problem.

 dray",Works So Fine,1322524800,4.0,,
3.0,True,2011-08-02,A21A6PC97Y5C58,B0051HAYQ2,,Phillip A. Pedersen,"Rubberized coating on the shell began to flake off after 2 week's use.  Better it takes the abuse than my Droid Charge, though.  Phone can only be removed from the holster by pushing up from the bottom.  You cannot remove the phone from the holster by grabbing the top of the phone.

Also, you can't charge the phone while it is in the holster.  The charging cord will not plug into the charge port.  The holster interferes with the interface.  You have to remove the phone from the holster to charge it.",Flakey,1312243200,4.0,,
5.0,True,2012-11-04,A3CIKW563C838R,B009F260IA,,MedHacker,"I have used different brands, cheap expensive, honestly do not even know the brand. I decided to try this one for my recenlty purchased note 2.  My concern was again, as always, fingerprints and oil smudge. I must say I am extremely happy with the results.

Recommend 100%.  If I have to buy a screen protector again this is it. PRICE IS WORTH IT",Superb Screen protector,1351987200,2.0,,
5.0,True,2012-08-23,AU1BRZY0GJ3SF,B006JW6KWA,,M. M.,Plugged this into the SVGA cable leading to the projector and it instantly projected a superb image of my iPad on the screen. Just what I was hoping for.,"Works great, priced right.",1345680000,6.0,,
3.0,True,2011-09-06,A1X1YLA43LT21X,B004DP198U,,anthony,"They were delivered fast even before than estimated. They look good and feel good on phone. Fits tight on phone but did not liked the fact that they don't have cut outs for volume and lock buttoms. You need to press harder. But overall, decent product.",Decent product,1315267200,2.0,,
2.0,True,2012-12-05,A1PCR6HU3KVFPA,B00BHI40OQ,,Brent R Fedele,"I Purchased this kit to check my iPhone 5 for water damage, and figured it was a good set of tools to have around.

The drivers themselves are nice, but what made me upset is the cheap included suction cup.  It doesn't work very well.  even after removing my screen protector, it was EXTREMELY difficult to remove the screen on my iPhone 5 - I still needed to use the included black stick to pry the unibody metal case of the iPhone away from the display assembly.

It took about 20-30 minutes for something that should take 5-10 minutes.

This is something that would have been more easily accomplished if one of those blue prying tools was included as well.

I used to work for Apple retail in a position that worked with disassembling iPhones for screen repairs.",High Quality Drivers... Poor quality suction cup and lack of a blue separator tool are frustrating.,1354665600,3.0,,
2.0,True,2012-03-24,A31JZQSUQOXU4U,B001IM61D4,"{'Color:': ' Black', 'Offer Type:': ' Large'}",Boston Customer,"This was disappointing. It's too snug, so really doesn't work for an iPhone with the typical silicone protective sleeve on it. I had expected it to loosen up, but after >3 months of regular use, it's not happening. Other reviews highlighted this issue, but there aren't many other options I found so I tried it anyway. Oh, also, the belt clip tends to pop off. The case is usable, but definitely not what I had hoped for.",Krusell large hector horizinal leather iPhone case,1332547200,2.0,,
5.0,True,2011-01-23,A2GV3PVRPD2KY,B00XHXC1SG,{'Product Packaging:': ' Standard Packaging'},Sadie,"This is our first GPS and we love it!  It's very user-friendly.  Only had to glance at the directions once or twice- could figure it all out on the screen!  I spent more than an hour shopping on Amazon for a gps, comparing reviews, etc, and finally settled for this.  Boy am I glad I did!  There are more expensive models, but I can't see them being any better than this! No need to compare anymore- just get this one.  I'm positive you'll be happy with it.",PERFECT!,1295740800,3.0,,
5.0,True,2012-11-27,A35FTKYO9UQZWF,B009WN9YCQ,"{'Color:': ' Solid Black', 'Package Type:': ' Standard Packaging'}",SlightlyBookish,"I just received this case and I really like it. It fits the ipod touch 5g very well and all the cutouts line up and buttons are easily accessible. The back of the case has a slight texture to it for grip. The case provides lay on the table design and minor drop protection. Provides against scratches very well. I like the cutout in the back that displays the apple logo. Snaps on and off fairly easily. Seller was very timely in delivery. All in all, I'm very pleased with the quality of this case and price.",Great case at a great price.,1353974400,3.0,,
5.0,True,2012-02-12,A2SL5IW096Z2BL,B004AXOI60,{'Package Type:': ' Standard Packaging'},Eric B. Wolf,"I have only tested this as a charger, so far. But I was able to plug one Micro B connector into my Bluetooth earpiece and the Mini B into my Blackberry, both charged off one USB port. Handy!",Never without the cord now!,1329004800,3.0,"['https://images-na.ssl-images-amazon.com/images/I/51u87W8bEcL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51CF+8BB3IL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51NaEkqXgDL._SY88.jpg']",
2.0,True,2010-01-09,AD5HIIO9FOL0H,B002UXQT2S,,KbK,"I have a iphone 3g and initially every thing worked fine for a week. Followingly, I started the following problems:
1) Static
2) Sometimes the other person wouldn't hear me or hear a lot of my breaking voice or static

Other general comment is max volume level is lower than my earlier Plantronics Voyager 510.
Returning the product. Not sure",Not the best,1262995200,3.0,,
4.0,True,2012-04-07,A3NV9BJPA3FJYB,B005LRARXC,,NWG,"While waiting for my new Motorola Bionic to arrive, I did some shopping and reviewing on Amazon. I have used Body Glove covers since my Moto Q days, and on through my Droid. The reviews were not great, but I trust the product. The box arrived today, and the cover fits great. Same tough body with grip. I like the kickstand, but pocket my phone so I am not sure if I will keep the belt clip. If you are a Body Glove fan and are wondering, it's an excellent fit!..",Body Glove for Bionic,1333756800,2.0,,
5.0,True,2011-04-20,A5U5JJ8HXPLMP,B0044IP03Q,,Amazon Customer,"Not sure why this is getting 'not-so-good reviews'.  Is definitely a great product. Just show patience.  Although I understand why it is so difficult to get on.  If you think phone protectors are hard to put on, something 5 times the size is much more difficult.  That being said, Skinomi makes it a very forgiving process.  You spray the protector, and then place it on.  Then wipe out as many bubbles as you can.  Keep in mind though, it took over a week for all of the bubbles in mine to disappear.  I even had trouble applying it (peeling it off a couple times).  Once you get it on, leave it overnight and use the next day!  It will look streaky and bubbly for a bit, but in a week, it will look and feel perfect!  Will definitely keep using Skinomi protectors!!!",Great skin!,1303257600,3.0,,
5.0,True,2012-01-27,A2WP6HUL15WKNC,B006QURCB8,{'Color:': ' Jean Indigo'},J.W. McGhee,"Easily the best of the thin cases I've tried for my iPhone. This case adds no noticeable bulk or weight to the phone whatsoever. The blue (or ""Jean Indigo"") case has a great matte/soft-touch feel to it, so the grip is nice and there are no camera flash issues.

I've used an Incipio Feather, an iFrogz Luxe Lean and a Speck Fitted case, and none of them have the same quality as this one. Only caveat (for some) is that this case does not have a lip that comes up over the sides, so no laying your iPhone screen-side-down with this case. Not a problem for me as I don't do that anyway. Also, sometimes little specks of dust or crumbs can get stuck in the perforations, but a little slap in your hand cleans them out. Great case!","Outstanding, thin case",1327622400,3.0,,
5.0,True,2012-12-31,A2F4FEXQYW4V1Y,B008UV6YRO,{'Color:': ' Black'},CF,"Great clarity for all 3 areas; music, calls, and GPS. GPS volume tends to be much softer than the music. I guess I just have to fiddle with the music volume more or wait for Google to refine their GPS app for an individual volume control.",excellent for iphone 5,1356912000,5.0,,
5.0,True,2012-05-11,A25V2YB4K4A8FD,B005NGLTZQ,,Stavinsk,"I bought this battery pack so that I could recharge all of my devices - iPod, iPhone and Camera, when on the slopes skiing, and when flying. On one full charge, the device has recharged both my iPhone twice, my iPod once, and my friend's Samsung Galaxy once, and there was still more that HALF of a full charge left on the battery pack!  Since buying the Astro3, I keep it on charge next to my car keys, and take it wherever I go.  I have since NEVER had to worry about my phone dying. When out, I keep it either in the car, or I put it in my jacket pocket.  It's a little heavy for pants pockets, but it does fit.  My friends love it when I'm around because I can charge any of their phones no matter where we are at. They call it ""bumming juice"".  The only drawback to the Astro3 is the cheap cables that it came with.  I ditched theirs in favor of a nice retractable iPod cable, which works very well.  Other than the cables, I am very satisfied, and I highly recommend this product.",Works Awesome! Mandatory Travel Item,1336694400,3.0,,
4.0,True,2012-12-30,A1D5ZXUBGPW01J,B00EXIWSLE,"{'Size:': ' Note 2', 'Color:': ' Black'}",B12,"I like it it is very good leather nice poket ,card holder not more than two but enogh for mobile man",good,1356825600,2.0,,
4.0,True,2012-08-10,A3FJNBDA60GPQQ,B00640RK9O,,DukeOfStratosfear,"Have a Samsung Proclaim (same thing as the Samsung Illusion) and the case snaps on perfectly. Leaves all the ports/jacks open for easy access. Has a slight rubbery texture for easy gripping. I've dropped the phone once from about 2 feet off a hardwood floor, and the case absorbed the shock, so no ill effects. Have had it for several weeks and no complaints or issues.

UPDATE 1/11/13:
I've knocked a star off this review to put it at 4 stars. The problem I had with this case is the rubberized texture covering will unpeel from the plastic hard shell underneath if you continuously mount/unmount the phone as I do with my car mount when I use my phone as a GPS. I would superglue the covering back on but it would eventually come loose. When I dropped the phone on concrete and it broke the case, that's when I decided to get a rubber cover which works better in my situation.",Fits like a ...,1344556800,2.0,,
